Year,15-16QA,37-4QA,39-8QA,88-12QA,89-12QA,95-8QA,117-8QA,133-12QA,138-8QA,179-4QA,184-4QA,206-12QA,210-8QA,215-8QA, 223-4QA,233-12QA,237-8QA,238-8QA,261-16QA,278-16QA, 18-16QR,20-12QR,21-8QR,54-12QR,63-8QR,74-12QR,77-QR,92-QR,94-16QR,109-15QR,118-QR,129-16QR,134-8QR,135-4QR,140-12QR,165-QR,172-12QR,180-12QR,182-12QR,183-8QR,187-12QR,194-12QR,205-8QR,207-4QR,213-12QR,217-12QR,224-QR,227-11QR,236-12QR,239-4QR,241-4QR,245-8QR,276-4QR,277-12QR,46-8QV,62-8QV,65-8QV,178-8QV,230-16QV,274-8QV,125-12QP,22-12QM,23-8QM,79-8 QM
1922,2.63,1.079,4.39,1.37,5.429,,0.859,2.3,1.032,2.564,1.836,0.643,1.875,1.393,1.437,0.831,3.948,1.822,3.075,,,,1.208,,,,3.2,2.641,,,0.622,2.159,,0.781,,,,,,,,4.028,0.41,,,3.893,1.217,,,,,,,,1.303,,,,2.491,2.349,1.506,0.787,1.554,2.229
1923,1.976,0.761,3.316,1.29,2.678,,0.889,1.991,0.748,2.543,1.486,0.768,1.346,0.993,1.213,1.19,3.364,1.501,2.405,,,,1.583,,,,3.061,2.305,,,0.839,2.181,,0.911,,,,,,,,3.82,0.733,,,3.055,1.003,,,,,,,,1.156,,,,1.88,2.306,1.268,0.712,1.182,2.298
1924,1.886,0.762,3.752,1.638,3.651,,1.368,2.222,0.803,2.315,1.612,0.78,1.459,1.001,1.084,1.278,1.784,1.676,2.566,,,,1.173,,,,1.981,2.289,,,0.832,2.841,,0.809,,,,,,,,2.7,0.611,,,3.567,0.735,,,,,,,,1.067,,,,1.845,3.267,1.023,0.538,1.221,2.294
1925,2.128,0.981,3.904,1.953,3.482,,1.323,3.179,0.658,2.756,1.821,0.98,1.574,0.668,1.574,2.193,1.858,1.551,2.408,,,,1.33,,,,3.349,2.453,,,0.994,2.325,,0.813,,,,,,,,2.996,0.942,,,3.113,0.703,,,,,,,,1.444,,,,2.118,3.545,1.387,0.576,1.361,2.109
1926,2.578,0.344,3.96,2.254,2.151,,1.329,1.607,0.658,2.122,1.677,1.445,0.667,0.711,1.174,1.523,1.417,0.937,1.848,,2.149,,1.762,,,,1.05,1.573,,,1.258,1.941,,0.852,,,,,,,,2.53,1.79,,,3.187,0.7,,,,,,,,1.164,,,,1.96,2.893,1.083,0.39,1.316,2.611
1927,1.769,0.323,3.073,1.936,2.016,,1.922,2.382,0.883,2.441,2.332,1.113,0.663,0.792,1.377,1.831,1.085,1.383,2.008,,2.304,,2.3,,,,1.382,2.162,,,1.901,2.236,,1.033,,,,,,,,3.522,1.684,,,3.037,0.851,,,,,,,,1.075,,,,2.126,2.617,1.147,0.429,1.235,2.551
1928,1.384,0.41,2.983,1.546,2.979,2.392,2.186,2.475,1.011,2.357,2.875,1.107,0.899,0.695,1.474,1.331,0.947,1.468,1.945,,3.074,,1.492,,,,1.664,2.022,,,1.721,1.913,,0.957,,,,,,,,3.367,1.368,,,2.838,0.521,,,,,,,,1.274,,,,1.861,3.174,1.355,0.383,1.35,2.522
1929,1.052,0.422,2.668,1.928,2.6,2.356,2.636,2.177,0.967,2.316,2.123,1.018,0.899,0.803,1.316,1.734,1.042,1.72,1.668,,2.556,,2.226,,,,2.392,2.024,,,2.488,2.109,,1.379,,,,,,,,2.819,1.326,,,2.258,0.607,,,,,,1.136,,1.389,,,,1.314,2.422,1.77,0.362,1.833,1.927
1930,1.562,0.592,3.622,1.495,3.038,1.904,3.264,1.952,0.861,2.446,2.012,1.14,1.122,0.975,1.142,1.419,1.425,1.736,1.454,,2.173,,2.485,,,,2.465,3.058,,,1.733,1.679,,1.065,,,,,,,,2.691,1.218,,,2.33,0.536,,,,,,0.879,,1.49,,,,1.637,2.477,1.836,0.463,2.524,1.759
1931,1.388,0.569,2.485,0.955,3.024,3.403,3.234,2.275,0.912,2.965,3.224,0.986,1.177,1.168,1.407,1.957,1.909,3.047,1.264,,3.24,,2.047,,,,3.973,3.032,,,2.407,2.276,,1.259,,,,,,,,2.498,1.321,,,2.994,0.7,,,,,,1.72,,1.639,,,,2.047,2.642,1.592,0.432,1.471,1.659
1932,1.624,0.822,2.543,1.109,2.973,2.729,3.366,2.089,0.898,2.25,3.196,0.884,1.021,1.838,1.434,2.303,2.185,2.698,1.414,,3.001,,1.649,,,,4.037,2.322,,,2.952,1.877,,1.288,,,,,,,,2.59,2.056,,,2.635,0.75,,,,,2.461,1.553,,1.433,,,,1.63,2.727,1.737,0.566,1.082,1.936
1933,1.514,0.615,1.82,1.022,2.224,1.727,2.456,1.715,0.728,2.108,3.816,0.84,0.719,2.769,1.265,1.849,2.213,2.288,1.163,,2.829,,1.542,,,,2.548,2.165,,,3.374,1.383,,1.166,,,,,,,,2.678,2.231,,,2.209,0.783,,,,,1.968,2.058,4.262,1.379,,,,1.36,1.957,1.163,0.656,1.3,2.414
1934,1.473,0.633,1.561,0.907,3.394,2.384,3.005,2.659,0.653,1.672,2.462,0.668,0.462,2.086,1.392,1.326,1.953,2.532,1.014,,2.405,,1.042,,,,3.977,2.516,,,2.115,1.426,,1.195,4.78,,,,,,,2.452,2.205,,,2.291,0.878,,,,,1.498,2.735,3.396,1.173,,,,1.317,1.858,1.994,0.547,1.419,2.218
1935,1.941,0.564,2.512,2.408,5.171,3.498,3.638,2.93,0.792,2.806,3.428,0.771,0.882,3.212,1.332,1.678,2.711,3.281,1.739,,3.129,,1.277,,,,3.229,4.499,,,2.606,1.66,,1.391,7.22,,,,,,,3.297,1.505,5.791,,2.97,0.713,,,,,2.774,1.551,5.04,1.81,,,,2.292,1.997,1.758,0.848,1.328,3.504
1936,1.179,0.467,1.099,1.398,2.021,1.861,3.072,1.906,0.399,1.634,1.76,0.897,0.498,1.468,1.111,1.242,2.284,2.495,0.669,,2.239,,1.138,,,,2.477,0.546,,,0.896,1.177,,0.958,1.811,,,,,,,3.129,1.197,5.144,,1.936,0.696,,,,,1.129,2.465,3.45,1.303,,,,2.225,1.388,1.359,0.495,1.338,2.446
1937,1.805,0.727,1.097,1.973,2.307,3.124,3.895,2.611,0.734,2.534,3.724,1.018,0.783,4.012,1.324,1.795,2.607,3.925,0.849,,3.351,,1.462,,,,3.31,0.828,,,0.937,1.089,,1.131,5.119,,,,,,,2.926,1.792,2.863,,3.518,0.881,,,,,2.193,1.939,5.494,1.693,,,,1.682,1.731,2.013,0.834,1.704,2.015
1938,2.421,0.748,2.131,2.876,1.856,2.945,2.968,2.491,0.773,2.926,3.55,1.083,1.461,3.925,1.393,1.231,2.492,4.623,1.411,,4.45,,1.994,,,,4.244,1.691,,,1.079,1.116,,1.222,4.894,,,,,,3.316,3.398,1.976,5.74,,3.24,0.966,,,,,1.149,3.729,4.636,1.538,,,,1.199,2.067,1.539,0.891,1.865,1.007
1939,1.912,1.059,1.935,2.153,2.626,3.756,3.831,2.533,0.592,2.782,2.564,1.266,1.213,3.706,1.17,1.803,2.234,3.659,1.232,,4.35,,1.418,,,,3.678,1.79,,,1.292,1.62,,1.493,5.398,,,,,,3.013,3.93,3.162,5.488,,4.604,0.836,,,,,1.038,2.735,4.096,1.433,,,,1.463,1.835,1.974,1.183,2.018,1.607
1940,2.29,1.193,2.744,3.543,3.452,3.578,3.783,3.127,0.588,2.259,3.39,1.31,1.605,4.46,0.834,1.596,3.115,3.682,1.565,,3.99,,1.39,,,,3.834,1.598,,,1.268,1.378,,1.185,5.179,,,,,,2.847,3.838,3.373,6.267,,5.951,0.801,,,,,2.327,1.817,4.43,1.576,,,,1.373,2.123,2.009,1.083,1.752,2.236
1941,1.665,0.827,1.458,1.596,2.164,2.148,2.635,1.88,0.554,2.102,2.617,1.005,0.89,2.703,0.748,1.28,2.601,2.368,1.071,,3.042,,1.11,,,,3.442,0.551,,,1.256,1.357,,1.214,3.201,,,,,,2.117,3.887,2.462,5.272,,3.608,0.654,,,,,2.273,0.592,3.276,1.463,,,,1.22,1.487,1.783,0.955,1.381,2.128
1942,1.886,0.93,2.403,1.884,2.737,3.017,3.819,2.482,0.889,2.524,3.94,1.217,0.909,3.052,0.961,1.659,2.632,3.735,1.464,,2.884,,1.369,,,,4.64,0.993,,,2.377,1.221,,1.086,4.148,,,,,,3.675,4.577,2.766,6.153,,3.027,0.67,,,,,3.594,0.563,4.187,1.841,,,,1.312,1.781,2.226,1.143,1.596,2.624
1943,1.16,1.073,1.717,2.529,1.74,2.543,3.346,2.403,0.75,2.85,2.791,0.978,1.015,2,0.964,1.748,3.11,3.126,1.322,,2.377,,1.065,,,,3.654,2.41,,,1.844,1.336,,2.019,3.894,,,,,,2.94,4.674,2.696,4.707,,3.775,0.554,,,,,3.062,0.616,2.554,2.087,,,,1.533,2.15,1.714,1.208,1.21,2.026
1944,0.885,1.146,2.084,2.328,2.328,3.52,2.624,2.869,0.634,2.975,2.478,0.956,0.949,2.668,0.796,1.272,2.924,3.493,1.441,,2.04,,0.743,,,,4.403,1.751,,,2.324,1.266,,2.33,4.557,,,,,,3.239,4.037,2.624,4.372,,4.123,0.667,,,,,2.961,0.785,2.322,1.898,,,,1.407,1.888,1.931,0.588,0.963,1.025
1945,1.749,1.094,2.808,2.996,1.443,2.927,2.383,2.939,0.611,3.091,2.792,1.414,1.164,3.128,0.791,1.165,2.05,2.903,1.315,,3.074,,0.894,,,,5.044,2.353,,,1.964,1.146,,2.384,4.668,,,6.542,,,3.16,3.593,1.844,4.789,,3.198,0.659,,,,,3.698,1.125,2.606,1.405,,,,1.182,1.587,1.804,0.452,1.101,1.06
1946,2.309,1.199,2.124,2.591,0.981,3.167,2.829,3.253,1.084,3.507,2.552,1.456,1.26,2.725,1.144,2.099,1.843,2.891,1.181,,4.097,,1.561,,,,4.412,1.578,,,2.4,1.033,,2.08,3.889,,,5.478,,,3.484,4.259,2.477,5.296,,3.003,0.491,,,,,2.927,1.644,2.993,1.479,,,2.325,1.149,1.554,2.062,0.763,1.416,2.085
1947,2.697,1.241,2.579,2.721,1.667,3.422,3.352,3.673,0.923,4.519,2.425,1.759,1.245,2.915,1.038,1.336,1.242,2.909,1.716,,6.026,,1.956,,,,4.469,0.716,,,2.274,1.197,,2.533,6.808,,,7.222,,,4.51,5.641,3.086,5.721,,3.331,0.52,,,,,3.338,2.49,4.846,2.369,,,2.665,1.522,1.973,2.183,0.649,1.125,1.828
1948,1.815,0.979,2.202,2.076,1.806,3.589,2.558,2.671,0.709,3.46,1.635,1.261,0.911,1.626,1.006,1.919,1.384,2.698,0.937,,4.835,,1.414,,,,4.081,1.537,,,1.81,1.092,,1.994,5.664,,,4.179,,,5.104,3.864,2.274,4.602,,2.536,0.296,,,,,2.636,1.94,3.682,1.908,,,2.225,1.387,1.782,1.867,0.424,0.665,1.867
1949,1.712,1.209,1.82,1.856,1.249,2.248,3.004,2.154,0.697,1.551,1.286,0.999,0.646,1.102,0.892,1.374,1.297,2.421,1.07,,5.066,,1.402,,,,3.022,1.611,,,2.549,1.018,,1.655,3.605,,,3.413,,,4.609,3.118,1.866,3.578,,2.754,0.303,,,,,2.465,1.909,3.129,1.663,,8.889,1.892,1.154,1.663,1.263,0.447,0.592,1.147
1950,2.419,1.741,1.976,2.773,2.067,3.903,3.705,2.68,1.241,2.485,2.828,1.07,0.791,1.47,1.346,1.633,1.567,3.16,1.633,,5.587,,1.386,,,,4.072,0.873,,,2.878,1.075,,2.507,5.001,,,5.298,,,6.268,3.784,2.529,4.836,,4.431,0.521,,,,,3.119,1.545,3.246,1.759,,8.967,3.43,1.424,2.008,1.957,0.496,0.735,1.772
1951,2.119,1.356,2.187,2.603,2.597,3.359,4.117,3.018,1.07,2.077,2.123,0.797,0.968,1.397,0.891,2.093,1.24,3.391,1.584,,5.582,,1.182,,,,4.043,2.915,,,3.47,1.22,,2.797,4.935,,,4.813,,,5.592,3.463,2.576,5.01,,4.132,0.299,,,0.149,,3.246,1.705,3.372,1.709,,7.159,2.858,1.656,1.969,1.897,0.401,0.603,1.955
1952,1.355,0.9,1.406,2.137,1.776,2.829,3.062,1.64,0.89,2.169,1.506,0.985,0.888,1.608,1.428,1.398,0.926,2.811,0.891,,2.676,,1.061,,,,3.244,2.814,,,3.716,1.265,,2.056,2.943,,,3.508,,,3.944,2.268,2.257,4.352,,3.418,0.37,,,0.158,,1.537,1.778,2.428,1.559,,9.758,2.222,1.202,1.322,1.39,0.494,0.772,1.816
1953,1.722,0.868,2.204,1.674,2.056,2.805,3.825,2.071,0.959,2.247,2.758,0.865,0.884,1.951,1.455,1.958,1.014,3.588,1.439,,3.158,7.784,1.31,,,,3.412,1.94,,,4.113,1.027,,2.363,3.01,,,3.293,,,4.68,2.394,2.174,3.57,,3.324,0.365,,,0.225,,2.466,2.057,2.887,1.665,,8.72,3.218,1.308,1.335,1.525,0.573,0.943,1.396
1954,1.744,0.945,1.564,1.899,1.726,2.575,2.555,1.596,0.962,2.152,1.812,1.056,1.109,2.322,1.27,1.554,1.385,2.794,1.181,,4.76,6.112,1.253,,,,3.584,1.764,,,4.002,1.143,,2.202,3.252,,,3.259,,,3.512,2.36,3.08,5.043,,2.834,0.309,,,0.232,,1.459,1.686,2.106,1.479,,8.271,3.209,1.177,1.186,1.557,0.411,1.357,1.987
1955,1.572,0.609,1.354,1.785,1.364,2.489,2.171,1.375,0.815,1.556,1.248,1.08,0.85,1.538,1.308,1.584,1.506,2.4,0.965,,5.713,6.652,1.367,,,,3.363,1.412,,,3.702,1.043,,2.075,2.829,,,2.982,,,2.842,1.947,2.702,5.897,,2.189,0.284,,,0.412,,1.287,1.879,2.677,1.506,,8.46,2.875,1.092,1.186,1.457,0.469,1.362,1.233
1956,1.459,0.999,1.608,2.224,2.029,2.931,3.268,2.985,0.924,2.01,2.713,1.301,1.013,2.958,1.409,1.809,2.458,2.849,1.757,,4.678,6.911,1.775,,,,4.31,1.118,,,4.168,0.933,,2.156,3.287,,,2.983,,,4.766,2.394,3.182,5.987,,2.595,0.243,,,0.998,,1.838,2.695,2.667,1.55,,6.896,4.208,1.179,1.265,1.992,0.495,1.644,1.643
1957,2.357,0.796,1.837,3.496,1.896,3.655,2.491,1.796,0.891,1.828,1.984,1.323,1.346,1.956,1.498,1.495,2.486,2.945,1.591,,4.942,5.479,1.778,,,,4.966,2.439,,,2.48,1.174,,1.907,2.836,,,2.324,,,2.924,2.816,3.138,6.072,,2.57,0.423,,,1.286,,2.254,2.783,2.681,1.359,,6.058,3.208,1.553,1.523,2.141,0.487,1.512,1.895
1958,2.881,0.982,1.844,4.169,2.648,4.75,3.84,1.619,1.247,2.886,2.061,1.023,1.901,2.312,1.344,1.571,3.487,2.901,1.809,,5.416,4.63,2.08,,,,4.847,2.805,,,3.771,1.094,1.304,2.373,3.845,,,2.852,,,4.473,3.094,2.891,6.309,,2.523,0.443,,,1.191,,2.368,3.089,3.069,1.494,,6.046,3.959,1.581,1.55,1.706,1.113,0.911,2.052
1959,1.821,0.952,1.654,2.095,1.582,1.138,3.257,1.25,0.887,2.092,1.365,2.553,1.194,1.546,1.37,1.048,2.661,2.316,1.077,,5.764,4.256,1.418,,,,3.103,2.582,,,2.771,0.993,0.851,2.065,3.194,,,1.817,,,3.42,2.211,1.432,4.848,,2.066,0.467,,,0.928,,1.366,1.713,3.085,1.478,,6.805,3.897,1.53,1.301,1.624,1.517,1.999,1.224
1960,2.356,0.828,1.704,2.079,1.611,0.744,2.391,1.594,0.735,2.393,1.986,2.707,1.504,1.879,1.336,1.043,3.113,2.092,1.344,,4.278,4.045,1.746,,,,3.137,1.29,,,3.022,0.805,0.589,1.828,2.942,,,1.515,,,3.524,1.714,1.109,5.167,,2.062,0.626,,,0.359,,1.783,2.44,2.63,1.564,,5.168,4.555,1.216,1.292,1.643,2.295,3.475,1.705
1961,2.424,1.161,2.332,2.623,2.293,0.599,3.159,1.663,1.131,5.078,2.385,4.782,1.954,3.248,1.429,1.551,3.561,2.616,2.12,,5.297,3.939,1.741,,,,4.811,2.346,,,3.835,1.066,2.569,2.1,3.912,,,2.229,,,4.103,2.486,1.132,4.76,,2.859,0.526,,,0.929,,2.104,3.201,2.148,1.954,,5.87,5.455,1.5,1.793,1.909,2.921,4.224,1.663
1962,2.125,0.931,1.523,2.009,1.311,0.529,1.97,1.353,0.962,2.99,1.323,2.52,1.104,2.217,1.421,0.956,3.728,2.073,1.716,,5.069,4.149,1.806,,,,3.855,4.746,,,2.791,0.946,1.343,2.219,3.322,,,1.641,,,3.437,1.9,0.928,4.394,,2.081,0.782,,,0.871,,1.886,2.584,2.63,1.329,,4.8,3.988,1.212,1.658,1.611,2.579,3.742,1.516
1963,1.489,1.227,1.334,1.601,1.109,0.622,2.14,1.503,1.023,3.592,1.473,1.915,0.912,2.441,1.581,1.469,2.433,1.596,1.058,,3.759,2.863,1.278,,,,4.039,1.636,,,3.464,0.792,1.408,2.352,3.928,,,1.767,,,4.181,1.765,0.769,4.64,,2.375,1.09,,,0.906,,1.247,2.659,2.542,1.487,,4.962,4.385,0.691,1.674,1.481,2.568,4.521,1.654
1964,2.179,1.084,1.699,2.034,1.496,0.659,2.061,1.358,0.94,3.292,1.741,2.672,1.268,1.764,1.462,0.923,2.326,1.509,1.691,,3.88,3.585,1.097,,,,2.718,1.205,,,3.466,1.092,1.046,2.23,4.032,,,2.016,,,3.73,2.356,1.37,3.749,,2.755,3.514,,,0.975,,1.113,2.001,2.322,1.444,,4.515,3.828,0.597,1.732,1.74,2.662,4.623,1.672
1965,1.952,1.248,1.291,1.662,0.763,0.618,2.03,0.986,1.093,2.118,1.26,1.463,1.027,1.374,1.119,1.262,1.796,1.637,1.014,2.889,3.499,3.395,1.29,6.425,,,3.489,1.458,,,2.925,0.794,1.057,1.913,2.994,,,1.417,,,2.931,1.595,1.23,3.226,,2.285,2.25,,,0.913,,1.145,3.111,2.084,1.204,,4.525,3.484,0.655,1.599,1.652,2.119,4.298,1.748
1966,1.689,1.086,1.289,1.999,1.085,0.688,2.061,0.996,1.209,1.557,1.434,1.585,1.024,1.448,1.087,0.919,1.978,1.647,1.08,3.906,3.767,4.092,1.178,5.95,,3.013,2.915,0.837,,,2.698,0.776,1.565,2.113,2.717,,,1.434,,,3.058,1.385,1.043,2.923,,1.959,1.464,,,0.782,,1.087,3.401,1.9,1.182,,4.441,4.414,0.678,1.668,1.645,2.863,5.058,1.535
1967,1.746,1.321,1.349,2.001,1.61,0.583,1.931,1.6,1.372,1.738,2.114,1.549,1.681,1.541,1.154,0.685,2.079,2.167,1.072,5.082,3.585,5.151,1.227,6.743,,4.063,3.84,1.449,,,3.194,0.758,2.049,2.275,3.876,,,1.956,,2.81,4.157,1.189,1.004,3.133,,2.943,1.001,,,0.89,,1.104,2.931,1.958,1.259,,4.965,4.523,1.03,1.723,2.057,2.356,4.016,1.836
1968,2.029,1.638,1.896,2.123,2.069,0.868,2.053,1.418,1.295,2.027,1.357,1.994,1.505,1.369,1.4,0.789,2.405,1.79,1.926,5.473,4.245,6.473,1.885,9.947,,3.867,3.265,1.225,,,3.178,0.873,2.191,2.256,4.207,,,1.999,,2.615,3.801,1.756,1.732,3.974,,3.612,1.114,,,1.032,,1.598,3.91,2.069,1.632,,6.458,5.668,1.385,2.369,2.103,2.985,4.223,1.801
1969,2.502,2.011,1.874,3.137,2.057,0.931,2.796,1.517,1.929,1.983,1.666,2.332,1.532,1.811,1.627,1.037,2.934,1.72,2.34,3.409,5.219,7.478,2.39,9.521,,3.65,2.901,1.813,,,3.914,0.85,2.518,2.055,4.157,,,1.781,,2.273,4.01,1.834,2.898,5.635,,3.499,1.25,,,0.602,,2.284,4.724,2.365,1.776,,6.459,7.053,1.126,3.586,2.434,2.679,5.428,2.134
